Gene.name	Row.names	logFC	logCPM	F	PValue	FDR	11VG	37VG	38VG	50VG	54VG	55VG	12MII	16MII	53MII	7MII	13MII	17MII	85MII
SPCS2	ENSG00000118363	2.688361053	7.540124586	26.31431943	3.78E-05	0.005575418	4.354611837	4.985971712	4.92341976	5.629427626	6.126418176	6.592665381	6.544807293	7.028845015	8.525882356	9.304734168	7.320154634	8.417244797	9.006300665
NCBP2	ENSG00000114503	1.702810583	6.854039309	26.12406987	3.80E-05	0.005575418	5.581946987	5.657344944	5.976856744	5.661850957	5.718127894	4.970841669	6.917377995	7.463614918	7.517159589	7.014720351	7.463222641	7.826494497	6.777713526
TBCA	ENSG00000171530	2.447051144	6.120332397	26.26073273	3.83E-05	0.005575418	3.884744194	3.954315081	4.830982217	3.906769721	3.503274321	5.372635012	5.946574354	6.455953335	6.071355481	7.382116188	6.904435349	6.835901782	7.530033085
NGB	ENSG00000165553	-8.578883854	-0.240139533	31.24011978	3.89E-05	0.005575418	2.288785825	0.361010648	-1.055653642	0.418531845	-0.35591695	1.480548886	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023
LGALS8	ENSG00000116977	-2.803488984	7.952213376	26.16592917	3.92E-05	0.005575418	8.699690285	8.009986079	7.810350982	9.013842971	9.222702154	9.381084044	5.440220434	6.112632575	6.95855261	3.482400127	5.707229877	6.832936305	5.080238798
AP3S1	ENSG00000177879	2.025452702	6.699714609	26.11990939	3.92E-05	0.005575418	5.00616906	5.164708864	5.535465254	5.363563154	5.194892357	5.576528959	7.476018107	6.337806856	7.372980545	8.604376046	6.738557077	7.005279048	6.471482996
CENPK	ENSG00000123219	2.808427875	7.319784978	26.14136781	3.94E-05	0.005575418	4.082955622	4.803367133	5.665808532	5.504740612	5.430928615	5.966214844	6.885799729	7.202961986	6.570069354	10.04051866	7.420850803	8.112700073	7.240423387
HERC6	ENSG00000138642	-2.298964641	8.909257583	26.08440352	3.99E-05	0.005603313	9.785545342	9.362656765	8.317092908	10.2121587	10.09813436	10.38854085	6.324667532	8.12575243	8.302039798	7.702331311	5.914850031	6.522831555	8.047414697
SNRPF	ENSG00000139343	2.372361547	6.492499673	25.82511653	4.25E-05	0.005909659	4.674368631	4.388650522	4.678657941	4.163393963	4.511115823	5.550192189	6.481806928	6.376676568	7.527915008	7.616634306	7.173525425	7.038266467	7.057138394
B3GNT2	ENSG00000170340	2.377748669	11.49707048	25.69067458	4.38E-05	0.006051672	9.859187044	9.469965244	7.859647418	10.32405038	9.673248205	8.840907168	11.15936479	12.78667392	12.56794421	10.28708045	11.81171724	12.20507241	10.8536869
DNAJC19	ENSG00000205981	2.394154574	6.263566009	25.58964329	4.49E-05	0.006104466	3.536513175	4.270405591	5.302556848	4.182676084	4.383136869	5.204298967	6.569741574	5.845694532	6.286853211	8.384409057	7.053192867	7.012286725	6.09095486
LINC00665	ENSG00000232677	1.847906952	6.841565061	25.43114286	4.50E-05	0.006104466	5.272902223	5.894252435	5.662746915	5.225767958	5.085925609	5.486802952	7.031582142	7.483042005	7.405327166	6.50454977	7.351108245	7.799911763	7.28163442
DUT	ENSG00000128951	-2.157808802	5.354752952	25.31017698	4.62E-05	0.006207569	6.473953999	5.794494036	6.471781952	5.659559016	6.004614666	7.014769503	4.34422957	3.242633797	3.718756592	3.844927676	4.561188148	4.854517126	3.936469071
AURKC	ENSG00000105146	2.015330558	6.651129428	25.38729082	4.68E-05	0.006207569	5.496711843	4.533207807	5.155667754	5.798667756	4.659123982	4.597362232	5.450786359	7.974005072	6.70030626	7.183166373	6.711191255	7.698204665	6.998094258
MEIG1	ENSG00000197889	-7.551898713	-1.307202968	29.75767418	4.80E-05	0.006207569	-0.317136337	-0.719453089	-0.638210213	-0.320494988	-0.502345184	1.225506051	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023
	ENSG00000273320	-7.236728048	-1.499790215	29.74788915	4.81E-05	0.006207569	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
CENPA	ENSG00000115163	1.625551741	7.119715107	25.14443019	4.81E-05	0.006207569	5.43695565	6.006836057	5.672673506	5.855174024	5.639554334	6.332072689	7.827109994	7.625002415	7.263895328	7.597508242	7.582431826	7.413276608	6.831173013
THOC7	ENSG00000163634	2.191957931	7.054622974	25.2955688	4.82E-05	0.006207569	5.759130137	5.508576035	5.664278535	5.154856624	5.027080108	6.349632081	7.903324709	7.61352207	6.129916992	9.044853257	7.899199679	7.386559161	7.310544189
RNF34	ENSG00000170633	1.835383194	10.71440253	25.18647164	4.86E-05	0.006207569	9.649357826	9.309505031	8.081063535	9.621187148	9.375099248	9.500845352	9.899893185	11.41656291	11.36453032	11.34802346	10.93808311	11.15754187	11.54718264
PARL	ENSG00000175193	2.167184661	7.514255895	25.2340087	4.89E-05	0.006207569	5.967067215	5.068014459	5.841255153	5.982267826	5.934001725	6.600631402	6.285656536	7.902554978	8.36763036	8.501206422	7.224271456	8.24389176	8.964797558
PDLIM2	ENSG00000120913	-5.136479797	5.080433543	25.22020099	4.91E-05	0.006207569	7.592800143	7.13543913	5.268723801	6.539684311	5.74880173	3.800172841	2.046385898	1.761629919	-1.974963505	-1.389918975	2.032246259	2.570930276	-3.689597023
MORF4L1P1	ENSG00000218283	1.971367955	6.413781089	24.98691389	5.05E-05	0.006309565	4.856454461	4.412775308	4.695234233	4.932444884	5.414016055	5.832111361	6.139179449	6.375077734	7.152174919	8.00407118	6.607959756	6.956157212	7.393658424
DNM1P35	ENSG00000246877	-6.771583051	-1.940492665	29.44114622	5.08E-05	0.006309565	-0.539178028	-0.651173147	-0.414787906	-0.908038185	-0.849104781	-1.160156094	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023
PANX1	ENSG00000110218	-2.469962225	6.552020651	25.0594125	5.10E-05	0.006309565	7.95666707	7.853723466	6.271801161	7.420240922	7.492591276	7.00833481	5.118405921	5.226671843	4.689999209	2.87279162	5.914850031	5.337165904	3.679398756
FKBP1A	ENSG00000088832	1.717793473	7.90967646	24.75582984	5.32E-05	0.006438977	6.644358596	6.573938892	7.21077871	6.597499291	6.753823301	6.22197655	8.473503623	8.53842988	8.543086681	7.837614126	8.636712709	8.405648816	8.335027361
PPP6C	ENSG00000119414	2.254827847	8.163880532	24.88763243	5.32E-05	0.006438977	6.837758208	6.839079138	6.056581265	6.56684449	6.044721771	5.109567803	8.973020475	8.784410239	8.633084922	8.538062542	8.695022044	8.659953038	7.642315468
	ENSG00000286495	3.047856415	4.483760996	24.79017664	5.33E-05	0.006438977	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
RASL11A	ENSG00000122035	2.198010115	7.514599516	24.72839645	5.53E-05	0.006641002	5.70632494	5.530791248	5.610474743	5.786115791	5.886974449	6.22910926	7.669360372	9.022852135	6.614366772	6.188955276	8.35693256	8.777467048	7.121683633
DCK	ENSG00000156136	2.391476377	5.889806752	24.66969156	5.61E-05	0.00668858	3.386633684	4.207438335	3.650931004	4.630904897	4.084946197	2.964504398	6.593298826	6.914624884	5.950710835	5.633518654	6.471290048	6.977798162	3.575523841
CDC20	ENSG00000117399	1.884200215	7.987360692	24.61799545	5.69E-05	0.006725415	6.978014725	6.773829456	6.21074743	6.711782002	6.269616911	6.77429373	7.346494919	8.545199191	8.35774653	7.892493602	8.55930113	8.845258927	9.339359362
TFG	ENSG00000114354	1.655888014	8.834094453	24.42148553	5.74E-05	0.006747803	7.783303323	7.606632142	7.208943347	7.809617071	7.988532918	7.256173676	8.639834162	9.73636444	9.539940498	9.275065173	8.779689901	9.411294252	9.352337718
TMEM11	ENSG00000178307	-4.347755591	5.687485941	24.47320771	5.89E-05	0.00687057	6.899940159	6.855674175	6.439945587	6.816987172	7.313805714	7.560075803	3.428812833	2.309009354	0.008754388	3.761126736	2.135672934	3.399891459	-3.161843097
CCNB1	ENSG00000134057	2.041550695	10.96414775	24.42307479	5.96E-05	0.006907183	9.196929394	9.200769497	9.095264252	9.746918841	9.753588818	10.08250569	10.04280009	11.27521127	12.33678356	12.0922464	10.75432866	11.7081895	11.81592324
FGFR1OP2	ENSG00000111790	1.767854436	7.091681228	24.13888031	6.20E-05	0.007112013	5.097453589	5.174148819	5.793766188	6.064835502	6.00065523	6.13604652	7.330564153	6.840093728	7.865126217	7.974724463	7.341404978	8.042982854	6.811082266
ACCSL	ENSG00000205126	2.468148075	11.20702904	24.20459191	6.29E-05	0.007112013	9.89710095	8.991947809	8.198558437	9.453382416	9.545563739	8.904042504	10.41449872	12.29664594	12.86164769	10.1338644	11.27502425	11.55427834	11.70182004
TUBA4A	ENSG00000127824	-3.224431784	9.347557344	24.18409784	6.33E-05	0.007112013	11.5586812	10.29268823	9.851282361	10.32576787	9.987131063	9.519711942	6.254031986	8.652702229	6.019195564	5.237758611	7.316857388	7.569311561	6.598206971
RPL30	ENSG00000156482	2.329061383	6.502153642	24.15804707	6.37E-05	0.007112013	4.941340026	4.239265466	5.542144871	3.914479283	4.217568368	5.474851089	7.138712798	6.509401279	7.336738369	7.216487259	6.816115301	6.35106384	8.145726938
TFDP1	ENSG00000198176	2.301233046	6.667497637	24.13923262	6.40E-05	0.007112013	5.132409284	5.46981529	4.425857225	5.043251818	4.62425644	3.455595762	7.025586962	7.639724999	7.151277652	7.186181905	6.986967693	6.738902482	6.925602948
CLK3P2	ENSG00000226191	2.279881696	6.719746296	24.07010137	6.51E-05	0.007112013	4.741773844	4.995321394	4.230857564	5.452742637	5.099740733	4.611987097	6.074378716	6.091368958	5.767282559	6.589000099	7.506316587	7.211906564	8.648572712
SCML1	ENSG00000047634	1.823278919	8.128531866	24.05849837	6.53E-05	0.007112013	6.215499973	6.601313379	5.92157625	7.034234065	7.493195286	7.032091795	7.767924209	8.778374913	9.218756766	9.270691945	8.206779557	8.806983577	7.393952087
CCDC25	ENSG00000147419	1.696690027	8.90172713	23.91868642	6.59E-05	0.007112013	8.142340363	7.437377854	6.999214501	7.986284924	7.600238693	8.153718447	8.720092307	9.316537023	8.31150838	10.32991761	9.465355563	9.517155957	9.769371094
	ENSG00000251548	-4.896846062	-1.529805245	23.85645281	6.61E-05	0.007112013	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
OSBPL10	ENSG00000144645	-1.968104298	7.851368192	24.00222443	6.62E-05	0.007112013	8.421747785	8.198720945	7.891545613	8.899610601	8.975761646	9.276048267	5.715499172	6.089420271	7.1946004	6.924304719	6.203755207	6.327378109	7.613099825
POLR1H	ENSG00000066379	2.434125239	4.89541789	23.84133852	6.64E-05	0.007112013	2.37622833	2.167584492	3.514934841	3.173909286	2.80019979	3.569872663	5.322038995	4.762145399	5.714804414	4.039778611	5.307376639	5.934178562	6.123194972
EOLA2	ENSG00000197021	-3.428581038	5.442487418	23.97922431	6.66E-05	0.007112013	7.113411011	6.834621365	6.331340115	6.800786214	6.405021393	6.238565014	3.874071428	2.461435488	3.038025318	-2.963713559	3.769377303	3.782529416	3.332453598
OOSP4A	ENSG00000285010	2.378478633	8.826863242	23.95041864	6.70E-05	0.007117236	7.978881323	6.837965985	6.170897029	6.909584615	6.772852164	7.207249166	7.812642022	10.06537843	10.16843786	9.971990568	8.40456383	8.76714728	9.49693799
RMDN3	ENSG00000137824	-2.401638215	6.530339867	23.88559188	6.81E-05	0.00716214	8.291787681	8.189731831	6.775854909	7.548816689	6.815656684	6.291007598	5.157632314	5.868600676	5.120552086	3.814069931	5.680113131	5.051060495	3.853487698
TAMM41	ENSG00000144559	1.830874548	6.604174469	23.73763392	6.83E-05	0.00716214	5.506434932	5.071807257	4.821404175	5.422423307	5.948755852	5.302237483	7.170063418	7.026809957	6.978924582	7.336249286	7.075476595	7.197376182	7.633886262
DARS1	ENSG00000115866	1.777302019	8.218200756	23.80932404	6.93E-05	0.007169846	6.436936151	6.85640732	6.420591624	7.040412774	7.163298268	7.309487585	7.689351551	8.206183773	8.401605752	9.729234535	8.303516266	8.719237218	8.842858756
LINC00383	ENSG00000235221	2.199982086	5.575492368	23.67401539	6.95E-05	0.007169846	4.316430858	4.034243586	3.828089	4.423227972	3.987711082	3.136213407	6.523444156	6.452925141	6.410493257	6.110703822	5.260091207	6.086367759	6.249949621
THOC6	ENSG00000131652	3.004284525	5.822841577	23.79430883	6.97E-05	0.007169846	2.333169468	3.192728377	4.4825185	3.629177342	3.640462898	2.405464323	5.419929457	5.532308312	6.594700083	4.199527494	6.116684642	6.75361336	7.903236289
PSMD14	ENSG00000115233	-2.327179232	5.949870385	23.71177909	7.12E-05	0.007196614	6.519679663	6.497041219	6.764832092	6.923978441	6.933977079	7.569472694	4.508999993	3.567806914	5.195583522	3.711757618	4.090951952	4.873882909	5.249471989
HMGB3	ENSG00000029993	1.592633155	9.348416796	23.56468267	7.12E-05	0.007196614	8.200773825	7.83152383	7.459510813	8.416298959	8.678439591	8.334158748	8.398394256	9.360225192	9.668105935	10.01664823	9.991720705	10.14872424	10.27252599
ERMARD	ENSG00000130023	-1.903050206	5.936895758	23.5241973	7.19E-05	0.007196614	6.813975894	6.632464656	6.928003912	7.196113561	6.425840582	7.044274561	5.011126513	4.332093158	4.685047893	3.793125216	5.888439064	5.168632438	4.952086349
ACYP1	ENSG00000119640	2.918762852	5.077820209	23.65330816	7.22E-05	0.007196614	2.134314956	2.824351865	3.693556085	2.571483322	3.319322043	3.325578781	4.472133333	4.596399232	5.05490001	7.598640351	5.569940354	5.317498533	6.32455797
DDX59	ENSG00000118197	2.175015342	7.973996865	23.64400421	7.24E-05	0.007196614	5.532840395	6.421273628	5.11368361	6.761073858	6.543649509	5.771520092	7.785352006	7.939263381	9.053304925	7.309303831	7.919993541	8.537182835	8.83693094
HPF1	ENSG00000056050	2.149448601	10.43900045	23.63316368	7.26E-05	0.007196614	9.283414889	8.77393625	8.689114775	8.959527146	8.304534668	9.695505887	9.929374517	11.6682933	8.996734618	12.30442046	11.16579077	11.21053303	10.70108249
SUMO2	ENSG00000188612	1.798956854	9.20786783	23.60089449	7.32E-05	0.007203492	7.667285094	7.641290522	7.876097786	7.771919734	7.792928554	8.673806707	8.785098563	10.08958705	9.056064055	10.60378473	9.856612677	10.12396794	8.537327393
MRPL36	ENSG00000171421	-3.014615107	4.606064034	23.56619049	7.38E-05	0.007203492	4.829596097	5.323723128	6.132683211	5.321657199	5.722255616	6.869166717	2.981242589	0.349337181	3.459354231	1.955513335	2.718806541	2.830824974	3.690916909
EXOSC3	ENSG00000107371	2.099108965	8.612142168	23.55838504	7.39E-05	0.007203492	6.305965823	6.723683303	6.21336539	7.126460603	7.507416875	8.339844155	7.722648052	9.255279908	8.718402973	10.05275491	8.786261399	9.672864697	9.902215156
	ENSG00000237845	-8.087799422	-0.822905577	27.75455454	7.44E-05	0.007205548	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
ANKRD37	ENSG00000186352	2.310604344	6.302701683	23.43428303	7.63E-05	0.007345411	4.404863781	4.551432339	3.941066384	4.428621949	4.741420018	5.294702909	6.773706775	7.585452416	6.724034804	4.612046487	6.79888678	7.90483723	6.113241703
DPY30	ENSG00000162961	2.414052668	7.63495142	23.36687423	7.76E-05	0.007428075	5.353224162	5.306657605	6.091723187	5.476373915	5.882063316	6.938978929	7.323395009	7.035945196	8.307688135	9.641876835	7.760051803	7.919821582	8.852720251
KHK	ENSG00000138030	-5.115590489	3.430043053	23.31395944	7.86E-05	0.007484672	4.768282325	4.932741431	4.535365347	5.572091069	4.419181101	4.322957575	0.769910982	-0.003081554	-3.689597023	-3.689597023	0.675856231	0.782023762	-3.689597023
NPM3	ENSG00000107833	2.422946367	9.095580679	23.25315137	7.99E-05	0.007557143	7.320840806	6.817027912	7.474211316	6.68986286	7.286189444	7.998655205	8.71506108	8.737584677	10.19180675	9.262976998	8.90848912	9.46814544	11.11533167
TMEM132B	ENSG00000139364	-2.095004905	7.495166288	23.13617871	8.23E-05	0.007722706	8.145843927	8.213102522	6.734168921	7.9905461	8.826382056	9.356506152	5.687182858	6.035785416	5.49337382	5.463322855	6.472278348	7.211145445	6.870956152
KMT2E	ENSG00000005483	1.487002388	6.842562671	22.98428081	8.25E-05	0.007722706	5.149574569	5.244166603	6.310461952	6.367363131	5.878985346	5.572795872	7.012808447	6.966508793	7.618023724	7.596753009	6.995929525	7.115953148	7.687815817
MAD2L1	ENSG00000164109	2.046276271	10.78217258	23.08006298	8.34E-05	0.007762428	9.264648907	8.935303005	8.753576756	9.09262087	9.473880717	9.886112126	10.54056526	10.77113503	12.20849188	12.29116239	10.26533808	10.94545017	10.84057695
CYTH2	ENSG00000105443	-4.181276195	4.180901156	23.04216645	8.42E-05	0.007762428	5.479537148	5.928820083	5.162186552	6.019085692	5.411461984	5.024666977	0.822929495	1.071969813	3.02240759	-3.689597023	1.640429299	1.367178914	-0.328482524
SERHL2	ENSG00000183569	-3.389654393	5.597985051	23.03632613	8.44E-05	0.007762428	7.292671311	6.328152102	6.044282403	6.774903774	7.016685018	6.958183872	2.897211595	4.833736046	2.051574637	-1.210006366	3.782185706	3.869996506	2.559964013
LINC02262	ENSG00000224932	2.945966329	9.760811032	22.99643313	8.52E-05	0.007783805	6.761654023	6.996685652	7.955022804	7.048318144	7.699536572	8.618598496	10.46472406	8.726342456	11.07826613	12.19929492	9.739591443	9.674522175	9.153529892
MCM3	ENSG00000112118	-3.694420032	7.954810128	22.98206949	8.55E-05	0.007783805	9.447209945	9.180493664	8.174442745	9.624520379	9.044819168	7.841280299	5.864394477	5.096892986	5.939320419	3.855068643	5.507678454	6.067989042	-2.007736374
LINC01208	ENSG00000223715	2.195618055	5.886542709	22.91981049	8.69E-05	0.007853533	3.299838873	4.272604376	5.091085969	4.673932642	3.622907485	4.785441668	4.173575713	6.584651701	6.240357578	7.356021595	6.407621362	6.838861175	7.056767499
RPF1	ENSG00000117133	-2.596938628	5.39435496	22.90415893	8.73E-05	0.007853533	5.557602618	5.618976151	6.280815278	6.218575719	6.273372607	7.578498544	3.739212173	2.335558491	3.713903158	4.603048907	3.819942444	4.527698075	2.826812236
DNAH11	ENSG00000105877	1.608617072	9.41242688	22.69267577	8.91E-05	0.007973975	8.639383489	8.879051262	7.260230776	8.339156541	8.764182659	8.219460554	9.436276289	10.41640951	9.016331778	9.866679094	10.70924766	10.52919163	9.521874273
EIF1	ENSG00000173812	1.93228578	10.06492241	22.73444919	9.11E-05	0.008113361	9.177186238	8.481335649	8.639753962	8.434956852	8.278491663	8.242945568	10.30556945	11.25834428	10.72304288	9.37259688	10.4720239	10.3496927	10.47433379
ATF2	ENSG00000115966	1.785760098	6.817514939	22.61307364	9.17E-05	0.008122848	5.149574569	5.663222765	5.305504372	5.609776286	5.713297244	5.396766003	7.128548148	7.328880179	8.143232825	7.310225525	6.519893972	7.316102118	6.463110671
LRRC17	ENSG00000128606	2.417988656	8.659344975	22.59563134	9.44E-05	0.008317938	5.674335551	7.04861104	7.208418528	7.505021599	6.538976913	7.391952125	8.287973366	7.912509054	7.924361852	10.85118644	8.894364316	9.673279245	9.793223158
MCTS1	ENSG00000232119	-2.607408685	5.689891238	22.55564091	9.54E-05	0.00831957	6.178727668	5.788360227	6.436812582	5.843779292	6.954006311	7.947199822	3.559526193	2.877424377	3.843983503	3.824429354	4.131554659	4.75776151	4.961627343
SPCS2P4	ENSG00000228589	2.612432306	5.812302462	22.54872398	9.56E-05	0.00831957	2.731637923	3.408048652	3.209785118	3.906769721	4.362128495	4.980266334	4.860776891	5.176152414	6.94100734	7.510364587	5.611798797	6.587602285	7.227299727
TBPL1	ENSG00000028839	1.62650068	8.438739961	22.43174046	9.59E-05	0.00831957	7.12292324	7.307757155	7.144561128	7.267081434	7.314717213	7.987715744	8.435174507	8.999434347	8.4274064	10.09855531	8.895469932	9.243893399	7.924939785
